timestamp,building,energy_kwh,temperature_c,occupancy,ac_units,equipment_count,day_of_week,hour
2026-01-25 07:00:00,Library,14.56,28.52,5,3,15,6,7
2026-01-25 07:00:00,Hostel A,21.88,23.22,80,8,10,6,7
2026-01-25 08:00:00,Academic Block,24.42,28.17,5,6,20,6,8
2026-01-25 08:00:00,Computer Lab,21.67,27.83,4,5,45,6,8
2026-01-25 08:00:00,Library,15.57,27.96,5,3,15,6,8
2026-01-25 08:00:00,Hostel A,21.43,26.37,80,8,10,6,8
2026-01-25 09:00:00,Academic Block,32.4,30.47,5,6,20,6,9
2026-01-25 09:00:00,Computer Lab,18.62,27.79,4,5,45,6,9
2026-01-25 09:00:00,Library,12.82,27.76,5,3,15,6,9
2026-01-25 09:00:00,Hostel A,18.09,27.0,35,8,10,6,9
2026-01-25 10:00:00,Academic Block,26.55,29.1,5,6,20,6,10
2026-01-25 10:00:00,Computer Lab,29.03,30.66,4,5,45,6,10
2026-01-25 10:00:00,Library,17.4,29.65,5,3,15,6,10
2026-01-25 10:00:00,Hostel A,30.07,29.18,35,8,10,6,10
2026-01-25 11:00:00,Academic Block,32.87,30.69,5,6,20,6,11
2026-01-25 11:00:00,Computer Lab,30.07,31.12,4,5,45,6,11
2026-01-25 11:00:00,Library,20.55,30.78,5,3,15,6,11
2026-01-25 11:00:00,Hostel A,23.5,27.65,35,8,10,6,11
2026-01-25 12:00:00,Academic Block,34.51,30.87,5,6,20,6,12
2026-01-25 12:00:00,Computer Lab,27.59,30.51,4,5,45,6,12
2026-01-25 12:00:00,Library,17.83,29.03,5,3,15,6,12
2026-01-25 12:00:00,Hostel A,34.26,30.51,35,8,10,6,12
2026-01-25 13:00:00,Academic Block,33.34,31.16,5,6,20,6,13
2026-01-25 13:00:00,Computer Lab,26.23,29.13,4,5,45,6,13
2026-01-25 13:00:00,Library,20.97,30.87,5,3,15,6,13
2026-01-25 13:00:00,Hostel A,33.92,30.17,35,8,10,6,13
2026-01-25 14:00:00,Academic Block,17.39,26.04,5,6,20,6,14
2026-01-25 14:00:00,Computer Lab,23.68,29.27,4,5,45,6,14
2026-01-25 14:00:00,Library,20.15,29.63,5,3,15,6,14
2026-01-25 14:00:00,Hostel A,26.93,28.94,35,8,10,6,14
2026-01-25 15:00:00,Academic Block,26.35,28.93,5,6,20,6,15
2026-01-25 15:00:00,Computer Lab,20.88,28.35,4,5,45,6,15
2026-01-25 15:00:00,Library,19.02,31.23,5,3,15,6,15
2026-01-25 15:00:00,Hostel A,24.84,28.07,35,8,10,6,15
2026-01-25 16:00:00,Academic Block,20.84,26.56,5,6,20,6,16
2026-01-25 16:00:00,Computer Lab,21.65,28.48,4,5,45,6,16
2026-01-25 16:00:00,Library,12.29,27.18,5,3,15,6,16
2026-01-25 16:00:00,Hostel A,21.8,27.37,35,8,10,6,16
2026-01-25 17:00:00,Academic Block,19.17,26.07,5,6,20,6,17
2026-01-25 17:00:00,Computer Lab,15.85,27.2,4,5,45,6,17
2026-01-25 17:00:00,Library,8.0,25.03,5,3,15,6,17
2026-01-25 17:00:00,Hostel A,22.13,27.33,35,8,10,6,17
2026-01-25 18:00:00,Academic Block,17.12,25.61,12,6,20,6,18
2026-01-25 18:00:00,Computer Lab,16.6,27.14,4,5,45,6,18
2026-01-25 18:00:00,Library,11.91,25.2,5,3,15,6,18
2026-01-25 18:00:00,Hostel A,21.73,23.82,80,8,10,6,18
2026-01-25 19:00:00,Academic Block,23.55,23.92,12,6,20,6,19
2026-01-25 19:00:00,Computer Lab,18.08,24.07,4,5,45,6,19
2026-01-25 19:00:00,Library,11.18,25.15,5,3,15,6,19
2026-01-25 19:00:00,Hostel A,24.14,22.52,80,8,10,6,19
2026-01-25 20:00:00,Academic Block,21.66,20.7,12,6,20,6,20
2026-01-25 20:00:00,Computer Lab,11.69,22.74,4,5,45,6,20
2026-01-25 20:00:00,Library,11.61,22.09,5,3,15,6,20
2026-01-25 20:00:00,Hostel A,23.62,22.22,80,8,10,6,20
2026-01-25 21:00:00,Academic Block,17.3,20.44,12,6,20,6,21
2026-01-25 21:00:00,Computer Lab,15.72,21.38,4,5,45,6,21
2026-01-25 21:00:00,Library,12.47,21.05,5,3,15,6,21
2026-01-25 21:00:00,Hostel A,23.02,20.44,80,8,10,6,21
2026-01-25 22:00:00,Academic Block,16.36,20.75,5,6,20,6,22
2026-01-25 22:00:00,Computer Lab,15.69,19.09,4,5,45,6,22
2026-01-25 22:00:00,Library,11.49,23.05,5,3,15,6,22
2026-01-25 22:00:00,Hostel A,17.88,18.6,80,8,10,6,22
2026-01-25 23:00:00,Academic Block,18.56,21.05,5,6,20,6,23
2026-01-25 23:00:00,Computer Lab,14.35,21.54,4,5,45,6,23
2026-01-25 23:00:00,Library,11.89,20.59,5,3,15,6,23
2026-01-25 23:00:00,Hostel A,18.31,19.63,35,8,10,6,23
2026-01-26 00:00:00,Academic Block,19.51,20.03,5,6,20,0,0
2026-01-26 00:00:00,Computer Lab,17.13,19.98,4,5,45,0,0
2026-01-26 00:00:00,Library,8.63,19.45,5,3,15,0,0
2026-01-26 00:00:00,Hostel A,18.04,22.37,35,8,10,0,0
2026-01-26 01:00:00,Academic Block,18.6,19.49,5,6,20,0,1
2026-01-26 01:00:00,Computer Lab,15.09,20.25,4,5,45,0,1
2026-01-26 01:00:00,Library,10.57,20.15,5,3,15,0,1
2026-01-26 01:00:00,Hostel A,15.41,20.38,35,8,10,0,1
2026-01-26 02:00:00,Academic Block,18.48,22.93,5,6,20,0,2
2026-01-26 02:00:00,Computer Lab,13.6,21.37,4,5,45,0,2
2026-01-26 02:00:00,Library,9.62,20.1,5,3,15,0,2
2026-01-26 02:00:00,Hostel A,18.07,22.43,35,8,10,0,2
2026-01-26 03:00:00,Academic Block,17.72,22.37,5,6,20,0,3
2026-01-26 03:00:00,Computer Lab,15.3,20.92,4,5,45,0,3
2026-01-26 03:00:00,Library,7.79,23.01,5,3,15,0,3
2026-01-26 03:00:00,Hostel A,16.03,19.89,35,8,10,0,3
2026-01-26 04:00:00,Academic Block,17.48,21.19,5,6,20,0,4
2026-01-26 04:00:00,Computer Lab,14.57,20.56,4,5,45,0,4
2026-01-26 04:00:00,Library,9.1,20.08,5,3,15,0,4
2026-01-26 04:00:00,Hostel A,19.56,23.94,35,8,10,0,4
2026-01-26 05:00:00,Academic Block,17.2,23.93,5,6,20,0,5
2026-01-26 05:00:00,Computer Lab,13.96,21.86,4,5,45,0,5
2026-01-26 05:00:00,Library,11.93,23.65,5,3,15,0,5
2026-01-26 05:00:00,Hostel A,19.9,24.79,35,8,10,0,5
2026-01-26 06:00:00,Academic Block,18.74,24.11,5,6,20,0,6
2026-01-26 06:00:00,Computer Lab,15.37,24.61,4,5,45,0,6
2026-01-26 06:00:00,Library,10.47,27.44,5,3,15,0,6
2026-01-26 06:00:00,Hostel A,24.37,24.72,80,8,10,0,6
2026-01-26 07:00:00,Academic Block,17.73,24.54,5,6,20,0,7
2026-01-26 07:00:00,Computer Lab,15.34,25.66,4,5,45,0,7
2026-01-26 07:00:00,Library,11.52,24.38,5,3,15,0,7
2026-01-26 07:00:00,Hostel A,25.11,27.09,80,8,10,0,7
2026-01-26 08:00:00,Academic Block,22.67,26.46,45,6,20,0,8
2026-01-26 08:00:00,Computer Lab,15.76,26.42,4,5,45,0,8
2026-01-26 08:00:00,Library,19.72,30.08,5,3,15,0,8
2026-01-26 08:00:00,Hostel A,22.93,26.07,80,8,10,0,8
2026-01-26 09:00:00,Academic Block,21.38,26.91,45,6,20,0,9
2026-01-26 09:00:00,Computer Lab,20.19,27.29,40,5,45,0,9
2026-01-26 09:00:00,Library,21.01,29.66,25,3,15,0,9
2026-01-26 09:00:00,Hostel A,27.79,29.16,35,8,10,0,9
2026-01-26 10:00:00,Academic Block,29.59,28.68,45,6,20,0,10
2026-01-26 10:00:00,Computer Lab,24.5,28.58,40,5,45,0,10
2026-01-26 10:00:00,Library,20.11,29.86,25,3,15,0,10
2026-01-26 10:00:00,Hostel A,33.66,29.6,35,8,10,0,10
2026-01-26 11:00:00,Academic Block,34.25,29.62,45,6,20,0,11
2026-01-26 11:00:00,Computer Lab,28.78,30.5,40,5,45,0,11
2026-01-26 11:00:00,Library,16.07,28.51,25,3,15,0,11
2026-01-26 11:00:00,Hostel A,27.79,28.8,35,8,10,0,11
2026-01-26 12:00:00,Academic Block,38.26,30.74,45,6,20,0,12
2026-01-26 12:00:00,Computer Lab,29.9,30.37,40,5,45,0,12
2026-01-26 12:00:00,Library,14.96,27.5,25,3,15,0,12
2026-01-26 12:00:00,Hostel A,33.35,30.03,35,8,10,0,12
2026-01-26 13:00:00,Academic Block,43.91,32.36,45,6,20,0,13
2026-01-26 13:00:00,Computer Lab,30.39,30.77,40,5,45,0,13
2026-01-26 13:00:00,Library,18.91,29.21,25,3,15,0,13
2026-01-26 13:00:00,Hostel A,29.08,28.9,35,8,10,0,13
2026-01-26 14:00:00,Academic Block,31.32,29.76,45,6,20,0,14
2026-01-26 14:00:00,Computer Lab,31.97,30.77,40,5,45,0,14
2026-01-26 14:00:00,Library,14.17,27.26,25,3,15,0,14
2026-01-26 14:00:00,Hostel A,33.01,29.67,35,8,10,0,14
2026-01-26 15:00:00,Academic Block,28.5,28.13,45,6,20,0,15
2026-01-26 15:00:00,Computer Lab,23.52,28.76,40,5,45,0,15
2026-01-26 15:00:00,Library,15.08,26.84,25,3,15,0,15
2026-01-26 15:00:00,Hostel A,33.31,29.97,35,8,10,0,15
2026-01-26 16:00:00,Academic Block,32.92,29.29,45,6,20,0,16
2026-01-26 16:00:00,Computer Lab,22.74,28.32,40,5,45,0,16
2026-01-26 16:00:00,Library,20.74,29.58,25,3,15,0,16
2026-01-26 16:00:00,Hostel A,19.5,27.04,35,8,10,0,16
2026-01-26 17:00:00,Academic Block,20.24,26.6,45,6,20,0,17
2026-01-26 17:00:00,Computer Lab,18.94,27.13,40,5,45,0,17
2026-01-26 17:00:00,Library,12.48,26.74,25,3,15,0,17
2026-01-26 17:00:00,Hostel A,17.81,25.98,35,8,10,0,17
2026-01-26 18:00:00,Academic Block,22.09,24.81,12,6,20,0,18
2026-01-26 18:00:00,Computer Lab,17.13,26.66,4,5,45,0,18
2026-01-26 18:00:00,Library,13.49,24.97,25,3,15,0,18
2026-01-26 18:00:00,Hostel A,21.8,26.36,80,8,10,0,18
2026-01-26 19:00:00,Academic Block,16.53,23.61,12,6,20,0,19
2026-01-26 19:00:00,Computer Lab,18.77,25.05,4,5,45,0,19
2026-01-26 19:00:00,Library,9.04,23.8,25,3,15,0,19
2026-01-26 19:00:00,Hostel A,21.19,24.44,80,8,10,0,19
2026-01-26 20:00:00,Academic Block,20.2,21.7,12,6,20,0,20
2026-01-26 20:00:00,Computer Lab,14.94,22.81,4,5,45,0,20
2026-01-26 20:00:00,Library,12.41,21.72,25,3,15,0,20
2026-01-26 20:00:00,Hostel A,20.89,22.01,80,8,10,0,20
2026-01-26 21:00:00,Academic Block,19.77,21.07,12,6,20,0,21
2026-01-26 21:00:00,Computer Lab,13.55,21.25,4,5,45,0,21
2026-01-26 21:00:00,Library,6.52,22.65,5,3,15,0,21
2026-01-26 21:00:00,Hostel A,21.62,20.93,80,8,10,0,21
2026-01-26 22:00:00,Academic Block,19.54,20.85,5,6,20,0,22
2026-01-26 22:00:00,Computer Lab,14.6,22.02,4,5,45,0,22
2026-01-26 22:00:00,Library,10.92,21.37,5,3,15,0,22
2026-01-26 22:00:00,Hostel A,25.4,18.62,80,8,10,0,22
2026-01-26 23:00:00,Academic Block,19.33,18.44,5,6,20,0,23
2026-01-26 23:00:00,Computer Lab,16.08,20.64,4,5,45,0,23
2026-01-26 23:00:00,Library,11.87,19.58,5,3,15,0,23
2026-01-26 23:00:00,Hostel A,18.85,18.3,35,8,10,0,23
2026-01-27 00:00:00,Academic Block,17.68,19.32,5,6,20,1,0
2026-01-27 00:00:00,Computer Lab,17.29,20.51,4,5,45,1,0
2026-01-27 00:00:00,Library,11.8,19.59,5,3,15,1,0
2026-01-27 00:00:00,Hostel A,17.61,20.06,35,8,10,1,0
2026-01-27 01:00:00,Academic Block,18.25,19.86,5,6,20,1,1
2026-01-27 01:00:00,Computer Lab,16.31,19.33,4,5,45,1,1
2026-01-27 01:00:00,Library,8.24,20.45,5,3,15,1,1
2026-01-27 01:00:00,Hostel A,19.59,18.19,35,8,10,1,1
2026-01-27 02:00:00,Academic Block,19.15,19.69,5,6,20,1,2
2026-01-27 02:00:00,Computer Lab,13.76,21.61,4,5,45,1,2
2026-01-27 02:00:00,Library,13.14,18.98,5,3,15,1,2
2026-01-27 02:00:00,Hostel A,18.32,21.09,35,8,10,1,2
2026-01-27 03:00:00,Academic Block,17.93,20.34,5,6,20,1,3
2026-01-27 03:00:00,Computer Lab,17.0,20.04,4,5,45,1,3
2026-01-27 03:00:00,Library,12.27,20.53,5,3,15,1,3
2026-01-27 03:00:00,Hostel A,17.38,20.98,35,8,10,1,3
2026-01-27 04:00:00,Academic Block,14.76,21.99,5,6,20,1,4
2026-01-27 04:00:00,Computer Lab,15.41,22.36,4,5,45,1,4
2026-01-27 04:00:00,Library,7.8,23.49,5,3,15,1,4
2026-01-27 04:00:00,Hostel A,20.18,23.89,35,8,10,1,4
2026-01-27 05:00:00,Academic Block,18.62,25.21,5,6,20,1,5
2026-01-27 05:00:00,Computer Lab,13.46,24.92,4,5,45,1,5
2026-01-27 05:00:00,Library,9.47,24.56,5,3,15,1,5
2026-01-27 05:00:00,Hostel A,17.26,21.72,35,8,10,1,5
2026-01-27 06:00:00,Academic Block,17.46,25.01,5,6,20,1,6
2026-01-27 06:00:00,Computer Lab,12.96,25.45,4,5,45,1,6
2026-01-27 06:00:00,Library,12.68,22.45,5,3,15,1,6
2026-01-27 06:00:00,Hostel A,21.09,26.08,80,8,10,1,6
2026-01-27 07:00:00,Academic Block,20.64,26.29,5,6,20,1,7
2026-01-27 07:00:00,Computer Lab,17.01,26.8,4,5,45,1,7
2026-01-27 07:00:00,Library,12.42,27.61,5,3,15,1,7
2026-01-27 07:00:00,Hostel A,22.99,26.33,80,8,10,1,7
2026-01-27 08:00:00,Academic Block,23.32,27.17,45,6,20,1,8
2026-01-27 08:00:00,Computer Lab,18.97,27.59,4,5,45,1,8
2026-01-27 08:00:00,Library,12.17,26.24,5,3,15,1,8
2026-01-27 08:00:00,Hostel A,22.68,26.33,80,8,10,1,8
2026-01-27 09:00:00,Academic Block,27.97,28.18,45,6,20,1,9
2026-01-27 09:00:00,Computer Lab,19.89,25.99,40,5,45,1,9
2026-01-27 09:00:00,Library,17.23,27.72,25,3,15,1,9
2026-01-27 09:00:00,Hostel A,24.32,27.96,35,8,10,1,9
2026-01-27 10:00:00,Academic Block,39.08,31.63,45,6,20,1,10
2026-01-27 10:00:00,Computer Lab,32.03,30.82,40,5,45,1,10
2026-01-27 10:00:00,Library,20.66,29.83,25,3,15,1,10
2026-01-27 10:00:00,Hostel A,33.38,30.35,35,8,10,1,10
2026-01-27 11:00:00,Academic Block,28.11,28.65,45,6,20,1,11
2026-01-27 11:00:00,Computer Lab,28.91,29.95,40,5,45,1,11
2026-01-27 11:00:00,Library,24.6,30.68,25,3,15,1,11
2026-01-27 11:00:00,Hostel A,26.22,28.66,35,8,10,1,11
2026-01-27 12:00:00,Academic Block,30.81,28.28,45,6,20,1,12
2026-01-27 12:00:00,Computer Lab,31.27,30.37,40,5,45,1,12
2026-01-27 12:00:00,Library,17.03,28.39,25,3,15,1,12
2026-01-27 12:00:00,Hostel A,35.14,30.61,35,8,10,1,12
2026-01-27 13:00:00,Academic Block,41.19,31.12,45,6,20,1,13
2026-01-27 13:00:00,Computer Lab,23.75,28.69,40,5,45,1,13
2026-01-27 13:00:00,Library,20.39,28.78,25,3,15,1,13
2026-01-27 13:00:00,Hostel A,37.28,31.08,35,8,10,1,13
2026-01-27 14:00:00,Academic Block,30.38,29.37,45,6,20,1,14
2026-01-27 14:00:00,Computer Lab,30.08,30.4,40,5,45,1,14
2026-01-27 14:00:00,Library,19.48,29.02,25,3,15,1,14
2026-01-27 14:00:00,Hostel A,28.84,29.1,35,8,10,1,14
2026-01-27 15:00:00,Academic Block,29.91,28.55,45,6,20,1,15
2026-01-27 15:00:00,Computer Lab,31.89,30.51,40,5,45,1,15
2026-01-27 15:00:00,Library,19.45,29.5,25,3,15,1,15
2026-01-27 15:00:00,Hostel A,24.21,27.69,35,8,10,1,15
2026-01-27 16:00:00,Academic Block,23.64,27.71,45,6,20,1,16
2026-01-27 16:00:00,Computer Lab,20.16,27.11,40,5,45,1,16
2026-01-27 16:00:00,Library,15.69,26.89,25,3,15,1,16
2026-01-27 16:00:00,Hostel A,26.93,28.08,35,8,10,1,16
2026-01-27 17:00:00,Academic Block,22.88,26.61,45,6,20,1,17
2026-01-27 17:00:00,Computer Lab,18.57,25.17,40,5,45,1,17
2026-01-27 17:00:00,Library,10.61,26.31,25,3,15,1,17
2026-01-27 17:00:00,Hostel A,18.47,25.65,35,8,10,1,17
2026-01-27 18:00:00,Academic Block,19.95,25.5,12,6,20,1,18
2026-01-27 18:00:00,Computer Lab,16.37,24.3,4,5,45,1,18
2026-01-27 18:00:00,Library,7.92,24.78,25,3,15,1,18
2026-01-27 18:00:00,Hostel A,24.17,24.42,80,8,10,1,18
2026-01-27 19:00:00,Academic Block,19.43,21.69,12,6,20,1,19
2026-01-27 19:00:00,Computer Lab,14.53,25.61,4,5,45,1,19
2026-01-27 19:00:00,Library,10.27,23.71,25,3,15,1,19
2026-01-27 19:00:00,Hostel A,22.43,25.66,80,8,10,1,19
2026-01-27 20:00:00,Academic Block,21.29,22.56,12,6,20,1,20
2026-01-27 20:00:00,Computer Lab,14.36,23.29,4,5,45,1,20
2026-01-27 20:00:00,Library,12.97,21.72,25,3,15,1,20
2026-01-27 20:00:00,Hostel A,19.37,21.75,80,8,10,1,20
2026-01-27 21:00:00,Academic Block,17.04,21.4,12,6,20,1,21
2026-01-27 21:00:00,Computer Lab,15.94,23.4,4,5,45,1,21
2026-01-27 21:00:00,Library,9.58,20.38,5,3,15,1,21
2026-01-27 21:00:00,Hostel A,20.9,19.2,80,8,10,1,21
2026-01-27 22:00:00,Academic Block,22.05,21.89,5,6,20,1,22
2026-01-27 22:00:00,Computer Lab,15.53,21.54,4,5,45,1,22
2026-01-27 22:00:00,Library,9.19,20.15,5,3,15,1,22
2026-01-27 22:00:00,Hostel A,22.27,23.14,80,8,10,1,22
2026-01-27 23:00:00,Academic Block,20.79,22.71,5,6,20,1,23
2026-01-27 23:00:00,Computer Lab,14.67,18.08,4,5,45,1,23
2026-01-27 23:00:00,Library,10.51,19.37,5,3,15,1,23
2026-01-27 23:00:00,Hostel A,23.44,20.1,35,8,10,1,23
2026-01-28 00:00:00,Academic Block,19.04,18.71,5,6,20,2,0
2026-01-28 00:00:00,Computer Lab,15.67,20.74,4,5,45,2,0
2026-01-28 00:00:00,Library,9.06,20.13,5,3,15,2,0
2026-01-28 00:00:00,Hostel A,19.72,20.13,35,8,10,2,0
2026-01-28 01:00:00,Academic Block,19.56,20.56,5,6,20,2,1
2026-01-28 01:00:00,Computer Lab,17.08,21.87,4,5,45,2,1
2026-01-28 01:00:00,Library,8.87,20.26,5,3,15,2,1
2026-01-28 01:00:00,Hostel A,18.62,19.45,35,8,10,2,1
2026-01-28 02:00:00,Academic Block,17.98,20.97,5,6,20,2,2
2026-01-28 02:00:00,Computer Lab,13.89,19.55,4,5,45,2,2
2026-01-28 02:00:00,Library,10.27,18.69,5,3,15,2,2
2026-01-28 02:00:00,Hostel A,17.45,18.91,35,8,10,2,2
2026-01-28 03:00:00,Academic Block,16.7,20.99,5,6,20,2,3
2026-01-28 03:00:00,Computer Lab,16.78,21.92,4,5,45,2,3
2026-01-28 03:00:00,Library,9.97,20.81,5,3,15,2,3
2026-01-28 03:00:00,Hostel A,17.88,22.11,35,8,10,2,3
2026-01-28 04:00:00,Academic Block,20.49,21.56,5,6,20,2,4
2026-01-28 04:00:00,Computer Lab,16.57,23.56,4,5,45,2,4
2026-01-28 04:00:00,Library,7.66,23.61,5,3,15,2,4
2026-01-28 04:00:00,Hostel A,19.54,24.12,35,8,10,2,4
2026-01-28 05:00:00,Academic Block,19.28,24.92,5,6,20,2,5
2026-01-28 05:00:00,Computer Lab,15.26,23.76,4,5,45,2,5
2026-01-28 05:00:00,Library,10.16,24.15,5,3,15,2,5
2026-01-28 05:00:00,Hostel A,16.57,24.75,35,8,10,2,5
2026-01-28 06:00:00,Academic Block,21.77,24.35,5,6,20,2,6
2026-01-28 06:00:00,Computer Lab,15.31,24.25,4,5,45,2,6
2026-01-28 06:00:00,Library,11.13,23.94,5,3,15,2,6
2026-01-28 06:00:00,Hostel A,22.27,24.12,80,8,10,2,6
2026-01-28 07:00:00,Academic Block,20.15,27.31,5,6,20,2,7
2026-01-28 07:00:00,Computer Lab,19.06,27.24,4,5,45,2,7
2026-01-28 07:00:00,Library,13.61,27.56,5,3,15,2,7
2026-01-28 07:00:00,Hostel A,38.9,30.18,80,8,10,2,7
2026-01-28 08:00:00,Academic Block,25.1,27.89,45,6,20,2,8
2026-01-28 08:00:00,Computer Lab,20.42,27.38,4,5,45,2,8
2026-01-28 08:00:00,Library,20.49,29.55,5,3,15,2,8
2026-01-28 08:00:00,Hostel A,28.12,28.44,80,8,10,2,8
2026-01-28 09:00:00,Academic Block,28.86,29.12,45,6,20,2,9
2026-01-28 09:00:00,Computer Lab,19.96,26.75,40,5,45,2,9
2026-01-28 09:00:00,Library,20.28,29.16,25,3,15,2,9
2026-01-28 09:00:00,Hostel A,30.1,29.13,35,8,10,2,9
2026-01-28 10:00:00,Academic Block,27.16,28.15,45,6,20,2,10
2026-01-28 10:00:00,Computer Lab,18.59,27.52,40,5,45,2,10
2026-01-28 10:00:00,Library,20.38,30.22,25,3,15,2,10
2026-01-28 10:00:00,Hostel A,36.2,30.38,35,8,10,2,10
2026-01-28 11:00:00,Academic Block,31.49,29.09,45,6,20,2,11
2026-01-28 11:00:00,Computer Lab,23.6,29.04,40,5,45,2,11
2026-01-28 11:00:00,Library,20.21,29.98,25,3,15,2,11
2026-01-28 11:00:00,Hostel A,32.98,29.3,35,8,10,2,11
2026-01-28 12:00:00,Academic Block,27.97,28.17,45,6,20,2,12
2026-01-28 12:00:00,Computer Lab,27.0,28.81,40,5,45,2,12
2026-01-28 12:00:00,Library,22.42,30.36,25,3,15,2,12
2026-01-28 12:00:00,Hostel A,27.04,28.87,35,8,10,2,12
2026-01-28 13:00:00,Academic Block,39.75,30.94,45,6,20,2,13
2026-01-28 13:00:00,Computer Lab,29.33,30.41,40,5,45,2,13
2026-01-28 13:00:00,Library,25.2,30.24,25,3,15,2,13
2026-01-28 13:00:00,Hostel A,34.94,29.95,35,8,10,2,13
2026-01-28 14:00:00,Academic Block,28.28,28.44,45,6,20,2,14
2026-01-28 14:00:00,Computer Lab,30.23,30.07,40,5,45,2,14
2026-01-28 14:00:00,Library,15.87,28.41,25,3,15,2,14
2026-01-28 14:00:00,Hostel A,36.9,30.52,35,8,10,2,14
2026-01-28 15:00:00,Academic Block,37.73,30.35,45,6,20,2,15
2026-01-28 15:00:00,Computer Lab,24.83,28.7,40,5,45,2,15
2026-01-28 15:00:00,Library,22.43,30.16,25,3,15,2,15
2026-01-28 15:00:00,Hostel A,20.3,27.36,35,8,10,2,15
2026-01-28 16:00:00,Academic Block,26.85,28.09,45,6,20,2,16
2026-01-28 16:00:00,Computer Lab,23.03,27.47,40,5,45,2,16
2026-01-28 16:00:00,Library,19.08,28.41,25,3,15,2,16
2026-01-28 16:00:00,Hostel A,19.33,25.18,35,8,10,2,16
2026-01-28 17:00:00,Academic Block,21.46,27.13,45,6,20,2,17
2026-01-28 17:00:00,Computer Lab,17.29,25.51,40,5,45,2,17
2026-01-28 17:00:00,Library,15.11,26.32,25,3,15,2,17
2026-01-28 17:00:00,Hostel A,26.36,28.72,35,8,10,2,17
2026-01-28 18:00:00,Academic Block,20.1,25.63,12,6,20,2,18
2026-01-28 18:00:00,Computer Lab,16.27,25.47,4,5,45,2,18
2026-01-28 18:00:00,Library,14.76,25.36,25,3,15,2,18
2026-01-28 18:00:00,Hostel A,21.41,26.32,80,8,10,2,18
2026-01-28 19:00:00,Academic Block,20.6,24.66,12,6,20,2,19
2026-01-28 19:00:00,Computer Lab,17.37,24.08,4,5,45,2,19
2026-01-28 19:00:00,Library,12.53,23.93,25,3,15,2,19
2026-01-28 19:00:00,Hostel A,19.52,23.85,80,8,10,2,19
2026-01-28 20:00:00,Academic Block,18.26,22.4,12,6,20,2,20
2026-01-28 20:00:00,Computer Lab,17.82,21.08,4,5,45,2,20
2026-01-28 20:00:00,Library,12.18,23.11,25,3,15,2,20
2026-01-28 20:00:00,Hostel A,22.99,21.82,80,8,10,2,20
2026-01-28 21:00:00,Academic Block,18.02,22.65,12,6,20,2,21
2026-01-28 21:00:00,Computer Lab,16.97,21.46,4,5,45,2,21
2026-01-28 21:00:00,Library,10.54,19.14,5,3,15,2,21
2026-01-28 21:00:00,Hostel A,22.35,20.95,80,8,10,2,21
2026-01-28 22:00:00,Academic Block,18.91,20.07,5,6,20,2,22
2026-01-28 22:00:00,Computer Lab,15.18,22.98,4,5,45,2,22
2026-01-28 22:00:00,Library,13.62,21.02,5,3,15,2,22
2026-01-28 22:00:00,Hostel A,25.27,20.01,80,8,10,2,22
2026-01-28 23:00:00,Academic Block,21.37,20.18,5,6,20,2,23
2026-01-28 23:00:00,Computer Lab,16.13,21.07,4,5,45,2,23
2026-01-28 23:00:00,Library,9.69,20.09,5,3,15,2,23
2026-01-28 23:00:00,Hostel A,20.3,20.26,35,8,10,2,23
2026-01-29 00:00:00,Academic Block,18.23,19.98,5,6,20,3,0
2026-01-29 00:00:00,Computer Lab,17.16,19.7,4,5,45,3,0
2026-01-29 00:00:00,Library,9.62,21.47,5,3,15,3,0
2026-01-29 00:00:00,Hostel A,19.52,19.2,35,8,10,3,0
2026-01-29 01:00:00,Academic Block,20.42,22.0,5,6,20,3,1
2026-01-29 01:00:00,Computer Lab,15.27,18.67,4,5,45,3,1
2026-01-29 01:00:00,Library,10.22,19.05,5,3,15,3,1
2026-01-29 01:00:00,Hostel A,16.82,22.1,35,8,10,3,1
2026-01-29 02:00:00,Academic Block,17.46,18.73,5,6,20,3,2
2026-01-29 02:00:00,Computer Lab,16.6,21.01,4,5,45,3,2
2026-01-29 02:00:00,Library,12.39,21.19,5,3,15,3,2
2026-01-29 02:00:00,Hostel A,20.73,18.55,35,8,10,3,2
2026-01-29 03:00:00,Academic Block,19.8,21.09,5,6,20,3,3
2026-01-29 03:00:00,Computer Lab,15.68,19.88,4,5,45,3,3
2026-01-29 03:00:00,Library,12.36,21.75,5,3,15,3,3
2026-01-29 03:00:00,Hostel A,19.0,19.56,35,8,10,3,3
2026-01-29 04:00:00,Academic Block,19.46,21.2,5,6,20,3,4
2026-01-29 04:00:00,Computer Lab,17.6,23.43,4,5,45,3,4
2026-01-29 04:00:00,Library,12.02,21.86,5,3,15,3,4
2026-01-29 04:00:00,Hostel A,16.49,24.13,35,8,10,3,4
2026-01-29 05:00:00,Academic Block,20.14,24.44,5,6,20,3,5
2026-01-29 05:00:00,Computer Lab,13.85,23.4,4,5,45,3,5
2026-01-29 05:00:00,Library,8.83,24.84,5,3,15,3,5
2026-01-29 05:00:00,Hostel A,18.89,23.49,35,8,10,3,5
2026-01-29 06:00:00,Academic Block,17.76,25.86,5,6,20,3,6
2026-01-29 06:00:00,Computer Lab,15.82,24.18,4,5,45,3,6
2026-01-29 06:00:00,Library,14.35,26.21,5,3,15,3,6
2026-01-29 06:00:00,Hostel A,23.02,23.19,80,8,10,3,6
